,Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price,lastUpdated,US_retailPrice,ownedBy,wantedBy
865,31026-1,Bike Shop & Cafe,2014.0,Creator,Model making,3 in 1,Normal,Box,8.0,{Not specified},1023.0,3.0,9793.0,4.0,89.99,6.0,115.0,2021-05-16T09:46:00.017Z,89.99,9805.0,4327.0
866,31027-1,Blue Racer,2015.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,67.0,,4124.0,3.5,4.99,3.0,15.64,2021-05-16T09:39:58.673Z,4.99,4132.0,366.0
867,31028-1,Sea Plane,2015.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,53.0,,4798.0,3.6,4.99,2.0,9.99,2021-05-16T09:40:14.417Z,4.99,4810.0,453.0
868,31029-1,Cargo Heli,2015.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,132.0,,3443.0,3.7,9.99,2.0,17.5,2021-05-16T09:41:00.733Z,9.99,3453.0,421.0
870,31031-1,Rainforest Animals,2015.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,215.0,,6356.0,4.1,14.99,6.0,42.0,2021-05-16T09:41:07.287Z,14.99,6361.0,1156.0
871,31032-1,Red Creatures,2015.0,Creator,Model making,3 in 1,Normal,Box,4.0,Retail,221.0,,5172.0,4.1,14.99,3.0,25.0,2021-05-16T09:41:16.117Z,14.99,5176.0,1071.0
872,31033-1,Vehicle Transporter,2015.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,264.0,,2389.0,3.4,24.99,1.0,60.0,2021-05-16T09:41:25.99Z,24.99,2393.0,597.0
873,31034-1,Future Flyer,2015.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,237.0,,2557.0,4.1,24.99,1.0,75.0,2021-05-16T09:41:40.78Z,24.99,2562.0,877.0
874,31035-1,Beach Hut,2015.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,286.0,2.0,6935.0,3.8,29.99,3.0,30.0,2021-05-16T09:41:48.32Z,29.99,6940.0,2266.0
875,31036-1,Toy & Grocery Shop,2015.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,466.0,2.0,8774.0,3.7,39.99,1.0,74.99,2021-05-16T09:41:59.18Z,39.99,8785.0,2831.0
876,31037-1,Adventure Vehicles,2015.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,282.0,,2735.0,3.9,24.99,2.0,14.8087,2021-05-16T09:42:13.75Z,24.99,2740.0,826.0
877,31038-1,Changing Seasons,2015.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,536.0,2.0,7375.0,4.0,49.99,4.0,95.0,2021-05-16T09:42:24.38Z,49.99,7384.0,2627.0
878,31039-1,Blue Power Jet,2015.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,608.0,,4006.0,4.5,69.99,7.0,150.0,2021-05-16T09:42:31.023Z,69.99,4011.0,1680.0
879,31040-1,Desert Racers,2016.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,65.0,,3229.0,3.6,4.99,2.0,12.0,2021-05-16T09:35:50.45Z,4.99,3233.0,428.0
881,31042-1,Super Soarer,2016.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,100.0,,3164.0,3.7,9.99,2.0,19.99,2021-05-16T09:36:17.06Z,9.99,3172.0,389.0
882,31043-1,Chopper Transporter,2016.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,124.0,,2309.0,3.7,9.99,1.0,46.12,2021-05-16T09:36:38.1Z,9.99,2311.0,407.0
884,31045-1,Ocean Explorer,2016.0,Creator,Model making,3 in 1,Normal,Box,7.0,Retail,213.0,,3714.0,3.8,14.99,8.0,29.99,2021-05-16T09:37:32.37Z,14.99,3723.0,739.0
885,31046-1,Fast Car,2016.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,222.0,,2249.0,4.0,19.99,4.0,24.99,2021-05-16T09:38:05.19Z,19.99,2255.0,514.0
886,31047-1,Propeller Plane,2016.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,230.0,,3104.0,4.2,19.99,2.0,26.1295,2021-05-16T09:38:12.5Z,19.99,3111.0,792.0
887,31048-1,Lakeside Lodge,2016.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,368.0,1.0,8323.0,4.3,29.99,7.0,60.0,2021-05-16T09:38:28.363Z,29.99,8332.0,2357.0
888,31049-1,Twin Spin Helicopter,2016.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,326.0,,1338.0,3.7,29.99,1.0,34.99,2021-05-16T09:38:39.627Z,29.99,1339.0,541.0
889,31050-1,Corner Deli,2016.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,467.0,2.0,10377.0,4.2,39.99,10.0,62.5,2021-05-16T09:38:52.647Z,39.99,10387.0,3115.0
890,31051-1,Lighthouse Point,2016.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,528.0,2.0,6146.0,4.1,59.99,6.0,95.0,2021-05-16T09:39:02.853Z,59.99,6155.0,3051.0
891,31052-1,Vacation Getaways,2016.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,792.0,2.0,8641.0,4.3,69.99,3.0,75.0,2021-05-16T09:39:10.71Z,69.99,8652.0,3009.0
892,31053-1,Treehouse Adventures,2016.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,387.0,2.0,4149.0,3.9,34.99,2.0,55.0,2021-05-16T09:39:19.21Z,34.99,4150.0,1928.0
893,31054-1,Blue Express ,2017.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,71.0,,4367.0,3.7,4.99,5.0,15.0,2021-05-16T09:31:15.17Z,4.99,4371.0,529.0
894,31055-1,Red Racer,2017.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,72.0,,2648.0,3.4,4.99,3.0,6.25,2021-05-16T09:31:39.24Z,4.99,2653.0,301.0
895,31056-1,Green Cruiser,2017.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,122.0,,3294.0,3.5,9.99,1.0,14.0,2021-05-16T09:31:49.007Z,9.99,3301.0,464.0
896,31057-1,Air Blazer,2017.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,102.0,,2743.0,3.6,9.99,6.0,15.99,2021-05-16T09:31:59.387Z,9.99,2750.0,364.0
897,31058-1,Mighty Dinosaurs,2017.0,Creator,Model making,3 in 1,Normal,Box,16.0,Retail,174.0,,12245.0,4.2,14.99,10.0,10.0,2021-05-16T09:32:16.277Z,14.99,12313.0,894.0
898,31059-1,Sunset Street Bike,2017.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,194.0,,1160.0,3.7,19.99,5.0,16.5,2021-05-16T09:32:27.717Z,19.99,1164.0,390.0
899,31060-1,Airshow Aces,2017.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,246.0,,1248.0,3.5,19.99,2.0,21.9,2021-05-16T09:32:41.323Z,19.99,1252.0,356.0
900,31062-1,Robo Explorer,2017.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,205.0,,5547.0,4.1,19.99,10.0,20.0,2021-05-16T09:32:50.47Z,19.99,5553.0,835.0
901,31063-1,Beachside Vacation,2017.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,275.0,2.0,3481.0,3.7,29.99,3.0,25.0,2021-05-16T09:33:07.787Z,29.99,3486.0,1434.0
902,31064-1,Island Adventures,2017.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,359.0,1.0,2215.0,4.0,34.99,2.0,35.0,2021-05-16T09:33:16.13Z,34.99,2219.0,1120.0
903,31065-1,Park Street Townhouse,2017.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,566.0,2.0,4613.0,4.0,49.99,3.0,74.6551,2021-05-16T09:33:51.153Z,49.99,4619.0,2631.0
904,31066-1,Space Shuttle Explorer,2017.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,285.0,1.0,4968.0,4.1,29.99,5.0,32.0,2021-05-16T09:34:00.52Z,29.99,4982.0,1386.0
905,31067-1,Modular Poolside Holiday,2017.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,356.0,2.0,3656.0,3.7,29.99,2.0,41.99,2021-05-16T09:34:13.897Z,29.99,3662.0,1902.0
906,31068-1,Modular Modern Home,2017.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,386.0,2.0,4373.0,3.8,29.99,8.0,43.7547,2021-05-16T09:34:32.277Z,29.99,4379.0,2164.0
907,31069-1,Modular Family Villa,2017.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,728.0,3.0,3506.0,4.0,69.99,2.0,99.0,2021-05-16T09:34:43.153Z,69.99,3511.0,2298.0
908,31070-1,Turbo Track Racer,2017.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,664.0,,2340.0,4.3,59.99,2.0,69.99,2021-05-16T09:34:58.087Z,59.99,2345.0,883.0
909,31071-1,Drone Explorer,2018.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,109.0,,3794.0,3.5,9.99,2.0,10.0,2021-05-16T09:26:40.313Z,9.99,3807.0,576.0
910,31072-1,Extreme Engines,2018.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,109.0,,3564.0,3.8,9.99,4.0,9.0,2021-05-16T09:26:49.09Z,9.99,3572.0,471.0
911,31073-1,Mythical Creatures,2018.0,Creator,Model making,3 in 1,Normal,Box,7.0,Retail,223.0,,3985.0,4.0,14.99,2.0,19.99,2021-05-16T09:27:03.613Z,14.99,3998.0,624.0
912,31074-1,Rocket Rally Car,2018.0,Creator,Model making,3 in 1,Normal,Box,4.0,Retail,241.0,,2114.0,3.6,19.99,3.0,20.0,2021-05-16T09:27:11.383Z,19.99,2123.0,518.0
913,31075-1,Outback Adventures,2018.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,225.0,1.0,2291.0,3.8,19.99,7.0,20.7341,2021-05-16T09:27:22.24Z,19.99,2297.0,1063.0
914,31076-1,Daredevil Stunt Plane,2018.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,200.0,1.0,2754.0,4.0,19.99,4.0,24.0,2021-05-16T09:27:33.527Z,19.99,2762.0,898.0
915,31077-1,Modular Sweet Surprises,2018.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,396.0,3.0,4333.0,3.9,39.99,8.0,37.99,2021-05-16T09:27:48.43Z,39.99,4338.0,1836.0
916,31078-1,Tree House Treasures ,2018.0,Creator,Model making,3 in 1,Normal,Box,6.0,{Not specified},260.0,2.0,3519.0,4.0,29.99,5.0,37.0831,2021-05-16T09:28:04.79Z,29.99,3520.0,1429.0
917,31079-1,Sunshine Surfer Van,2018.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,379.0,2.0,6611.0,4.1,34.99,6.0,49.99,2021-05-16T09:28:15.063Z,34.99,6621.0,1893.0
918,31080-1,Modular Winter Vacation,2018.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,374.0,2.0,2994.0,3.7,34.99,5.0,40.0,2021-05-16T09:28:27.383Z,34.99,2999.0,1634.0
919,31081-1,Modular Skate House,2018.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,422.0,2.0,3101.0,3.7,39.99,7.0,55.0,2021-05-16T09:29:00.767Z,39.99,3106.0,1738.0
920,31083-1,Cruising Adventures,2018.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,597.0,3.0,2800.0,4.2,59.99,3.0,40.0,2021-05-16T09:29:11.203Z,59.99,2804.0,1307.0
921,31084-1,Pirate Roller Coaster,2018.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,923.0,5.0,6885.0,4.2,89.99,20.0,139.0,2021-05-16T09:29:34.153Z,89.99,6899.0,2516.0
922,31085-1,Mobile Stunt Show,2018.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,581.0,2.0,1170.0,3.6,49.99,1.0,59.99,2021-05-16T09:29:53.227Z,49.99,1175.0,656.0
923,31086-1,Futuristic Flyer,2019.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,157.0,,1748.0,3.6,14.99,48.0,19.99,2021-05-16T09:21:05.54Z,14.99,1754.0,463.0
924,31087-1,Dune Buggy,2019.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,147.0,,2030.0,3.7,12.99,5.0,12.99,2021-05-16T09:17:40.33Z,12.99,2036.0,374.0
925,31088-1,Deep Sea Creatures,2019.0,Creator,Model making,3 in 1,Normal,Box,7.0,Retail,230.0,,10165.0,4.3,14.99,10.0,5.99,2021-05-16T09:21:27.607Z,14.99,10220.0,861.0
926,31089-1,Sunset Track Racer,2019.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,221.0,,2205.0,3.6,19.99,7.0,17.95,2023-02-27T10:58:32.887Z,19.99,2216.0,495.0
927,31090-1,Underwater Robot,2019.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,207.0,,3195.0,4.2,19.99,16.0,25.48,2021-05-16T09:22:08.117Z,19.99,3204.0,688.0
928,31091-1,Shuttle Transporter,2019.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,341.0,,2835.0,3.9,24.99,2.0,29.99,2021-05-23T15:58:56.193Z,24.99,2847.0,682.0
929,31092-1,Helicopter Adventure,2019.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,114.0,,1956.0,3.4,9.99,7.0,9.0,2021-05-16T09:19:49.02Z,9.99,1962.0,279.0
930,31093-1,Riverside Houseboat,2019.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,396.0,2.0,4502.0,3.9,39.99,3.0,32.0,2021-05-16T09:20:02.413Z,39.99,4523.0,1424.0
931,31094-1,Race Plane,2019.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,333.0,1.0,1740.0,4.2,29.99,5.0,22.0,2021-05-16T09:20:35.277Z,29.99,1745.0,755.0
932,31095-1,Fairground Carousel,2019.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,595.0,3.0,4331.0,4.0,49.99,8.0,45.0,2021-05-16T09:22:33.483Z,49.99,4347.0,1515.0
933,31096-1,Twin-Rotor Helicopter,2019.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,569.0,1.0,1198.0,4.3,59.99,6.0,49.95,2021-05-16T09:22:55.377Z,59.99,1201.0,718.0
934,31097-1,Townhouse Pet Shop & Café,2019.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,969.0,3.0,6405.0,4.2,79.99,22.0,88.6552,2021-05-16T09:23:11.593Z,79.99,6426.0,2689.0
935,31098-1,Outback Cabin,2019.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,305.0,2.0,2078.0,3.8,29.99,5.0,56.0,2021-05-16T09:23:58.127Z,29.99,2084.0,1214.0
936,31099-1,Propeller Plane,2020.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,128.0,,2457.0,3.8,9.99,11.0,9.0,2021-05-16T09:12:20.36Z,9.99,2470.0,329.0
937,31100-1,Sports Car,2020.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,134.0,,2915.0,3.4,9.99,6.0,10.0,2021-05-16T09:12:34.957Z,9.99,2940.0,316.0
938,31101-1,Monster Truck,2020.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,163.0,,1602.0,3.5,14.99,5.0,12.88,2021-05-16T09:12:50.187Z,14.99,1609.0,270.0
939,31102-1,Fire Dragon,2020.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,234.0,,2469.0,4.0,19.99,13.0,18.6068,2021-05-16T09:13:08.983Z,19.99,2485.0,583.0
940,31103-1,Rocket Truck,2020.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,198.0,,831.0,0.0,19.99,4.0,15.0,2021-05-16T09:13:30.603Z,19.99,834.0,339.0
941,31104-1,Monster Burger Truck,2020.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,499.0,2.0,2980.0,4.2,49.99,17.0,40.0,2021-05-16T09:13:45.943Z,49.99,2987.0,1307.0
942,31105-1,Townhouse Toy Store,2020.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,554.0,2.0,7345.0,4.0,39.99,26.0,42.0,2021-05-16T09:14:16.107Z,39.99,7368.0,2158.0
943,31107-1,Space Rover Explorer,2020.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,510.0,1.0,2438.0,4.5,39.99,5.0,59.99,2021-05-16T09:14:35.463Z,39.99,2444.0,1234.0
944,31108-1,Caravan Family Holiday,2020.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,766.0,3.0,3546.0,4.1,69.99,6.0,55.4259,2021-05-16T09:16:07.883Z,69.99,3561.0,1654.0
945,31109-1,Pirate Ship,2020.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,1264.0,4.0,9475.0,4.3,119.99,13.0,85.0,2021-05-16T09:16:20.13Z,119.99,9540.0,3072.0
946,31111-1,Cyber Drone,2021.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,113.0,1.0,4125.0,4.1,9.99,3.0,9.95,2021-05-16T08:04:54.617Z,9.99,4161.0,723.0
947,31112-1,Wild Lion,2021.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,224.0,,2868.0,3.8,14.99,11.0,9.25,2021-05-16T08:05:17.55Z,14.99,2890.0,457.0
948,31113-1,Race Car Transporter,2021.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,328.0,,1436.0,3.8,19.99,4.0,12.0,2021-05-16T08:05:31.337Z,19.99,1448.0,350.0
949,31114-1,Superbike,2021.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,236.0,,1147.0,3.8,19.99,1.0,19.99,2021-10-02T08:32:31.417Z,19.99,1154.0,287.0
950,31115-1,Space Mining Mech,2021.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,327.0,,1599.0,4.2,24.99,6.0,24.97,2021-05-16T08:06:04.21Z,24.99,1609.0,678.0
951,31116-1,Safari Wildlife Tree House,2021.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,397.0,2.0,2672.0,3.9,29.99,2.0,21.25,2021-05-16T08:06:22.72Z,29.99,2685.0,976.0
952,31117-1,Space Shuttle Adventure,2021.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,486.0,1.0,1753.0,4.0,39.99,29.0,40.637,2021-05-28T00:28:53.113Z,39.99,1768.0,953.0
953,31118-1,Surfer Beach House,2021.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,564.0,2.0,3708.0,4.2,49.99,6.0,30.0,2021-05-16T08:07:13.94Z,49.99,3746.0,1542.0
954,31119-1,Ferris Wheel,2021.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,1002.0,5.0,3464.0,4.2,79.99,19.0,124.99,2021-06-06T00:15:07.207Z,79.99,3495.0,1601.0
955,31120-1,Medieval Castle,2021.0,Creator,Model making,3 in 1,Normal,Box,4.0,Retail,1426.0,4.0,7428.0,4.3,99.99,16.0,99.99,2021-06-25T23:05:17.517Z,99.99,7509.0,3134.0
956,31121-1,Crocodile,2021.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,454.0,,1902.0,4.2,29.99,17.0,28.0,2021-07-11T00:11:49.583Z,29.99,1926.0,966.0
957,31122-1,Fish Tank,2021.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,352.0,,4519.0,4.2,29.99,45.0,36.0,2021-07-11T00:13:37.313Z,29.99,4567.0,1570.0
958,31123-1,Off-Road Buggy,2022.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,160.0,,612.0,0.0,14.99,1.0,9.0,2022-02-28T18:05:29.907Z,14.99,636.0,270.0
959,31124-1,Super Robot,2022.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,159.0,,2189.0,4.2,9.99,5.0,6.8,2022-02-28T18:05:32.197Z,9.99,2232.0,367.0
961,31126-1,Supersonic-jet,2022.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,215.0,,1112.0,4.0,19.99,2.0,14.391,2022-02-28T18:05:36.73Z,19.99,1138.0,492.0
962,31127-1,Street Racer,2022.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,258.0,,1073.0,3.9,19.99,1.0,9.6,2022-02-28T18:05:39.517Z,19.99,1090.0,384.0
963,31128-1,Dolphin and Turtle,2022.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,137.0,,3430.0,4.0,9.99,4.0,10.0,2023-01-12T04:50:54.643Z,9.99,3496.0,516.0
964,31129-1,Majestic Tiger,2022.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,755.0,,4609.0,4.6,49.99,5.0,26.25,2022-01-01T01:04:53.663Z,49.99,4661.0,1394.0
966,31131-1,Downtown Noodle Shop,2022.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,569.0,2.0,3700.0,4.2,44.99,8.0,31.42,2022-10-06T22:48:51.347Z,44.99,3784.0,1646.0
967,31132-1,Viking Ship and the Midgard Serpent,2022.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,1192.0,4.0,3001.0,4.3,119.99,6.0,89.99,2023-01-28T11:32:31.693Z,119.99,3055.0,2378.0
968,31133-1,White Rabbit,2023.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,258.0,,2095.0,4.2,19.99,1.0,12.58,2023-01-05T08:02:53.137Z,19.99,2198.0,798.0
971,31136-1,Exotic Parrot,2023.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,253.0,,1459.0,0.0,19.99,7.0,15.95,2023-03-03T03:33:19.61Z,19.99,1661.0,1400.0
975,31140-1,Magical Unicorn,2023.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,145.0,,1182.0,0.0,9.99,3.0,7.29,2023-03-03T03:37:03.473Z,9.99,1317.0,694.0
976,31143-1,Birdhouse,2023.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,476.0,,1830.0,4.6,29.99,5.0,30.0,2023-02-13T21:40:03.2Z,29.99,1940.0,1499.0
977,31197-1,Andy Warhol's Marilyn Monroe,2020.0,Art,Art and crafts,Miscellaneous,Normal,Box,7.0,LEGO exclusive,3341.0,,1528.0,4.1,119.99,17.0,110.7867,2021-05-25T18:06:41.333Z,119.99,1534.0,517.0
978,31198-1,The Beatles,2020.0,Art,Art and crafts,Music,Normal,Box,7.0,LEGO exclusive,2933.0,,1444.0,4.1,119.99,15.0,179.0,2022-05-06T13:59:54.42Z,119.99,1449.0,555.0
979,31199-1,Marvel Studios Iron Man,2020.0,Art,Art and crafts,Licensed,Normal,Box,8.0,LEGO exclusive,3167.0,,2501.0,3.9,119.99,18.0,140.0,2021-05-25T18:10:24.983Z,119.99,2514.0,1179.0
980,31200-1,Star Wars The Sith,2020.0,Art,Art and crafts,Licensed,Normal,Box,8.0,LEGO exclusive,3406.0,,4029.0,4.1,119.99,35.0,160.0,2021-05-25T18:10:44.23Z,119.99,4047.0,1417.0
981,31201-1,Harry Potter Hogwarts Crests,2021.0,Art,Art and crafts,Licensed,Normal,Box,8.0,Retail,4249.0,,2306.0,3.8,119.99,11.0,101.98,2021-11-03T14:19:17.08Z,119.99,2328.0,1004.0
982,31202-1,Disney's Mickey Mouse,2021.0,Art,Art and crafts,Licensed,Normal,Box,7.0,Retail,2658.0,,2198.0,4.4,119.99,7.0,94.0,2021-05-25T18:10:14.137Z,119.99,2206.0,804.0
983,31203-1,World Map,2021.0,Art,Art and crafts,Miscellaneous,Normal,Box,7.0,Retail,11695.0,,2677.0,4.0,249.99,3.0,199.0,2021-06-03T08:31:25.813Z,249.99,2709.0,1739.0
984,31204-1,Elvis Presley  'The King',2022.0,Art,Art and crafts,Music,Normal,Box,8.0,Retail,3445.0,,530.0,0.0,119.99,27.0,130.7891,2022-05-06T13:58:03.817Z,119.99,537.0,431.0
985,31205-1,Jim Lee Batman Collection,2022.0,Art,Art and crafts,Licensed,Normal,Box,9.0,Retail,4167.0,,1286.0,4.2,119.99,4.0,99.99,2022-01-29T00:27:04.38Z,119.99,1307.0,1022.0
988,31208-1,Hokusai - The Great Wave,2023.0,Art,Art and crafts,Miscellaneous,Normal,Box,9.0,Retail,1810.0,,1719.0,4.7,99.99,9.0,68.69,2022-12-29T12:56:10.033Z,99.99,1895.0,1902.0
989,31313-1,Mindstorms EV3,2013.0,Mindstorms,Technical,EV3,Normal,Box,18.0,Retail - limited,601.0,,5414.0,4.4,349.99,4.0,339.99,2013-06-29T05:21:50.763Z,349.99,5425.0,1286.0
990,3177-1,Small Car,2010.0,City,Modern day,Traffic,Normal,Box,1.0,Retail,43.0,1.0,15977.0,4.0,4.99,5.0,27.99,2013-01-14T04:05:59.397Z,4.99,16009.0,2006.0
991,3178-1,Seaplane,2010.0,City,Modern day,General,Normal,Box,4.0,Retail,102.0,1.0,11485.0,3.9,10.99,2.0,25.0,2023-01-31T11:17:43.503Z,10.99,11512.0,1613.0
992,3179-1,Repair Truck,2010.0,City,Modern day,Traffic,Normal,Box,2.0,Retail,118.0,1.0,11992.0,3.9,12.99,6.0,36.616,2013-01-14T04:06:23.177Z,12.99,12017.0,2262.0
993,3180-1,Tank Truck,2010.0,City,Modern day,Traffic,Normal,Box,2.0,Retail,222.0,1.0,11162.0,3.9,19.99,7.0,149.98,2013-01-14T04:02:26.15Z,19.99,11183.0,3319.0
994,3181-1,Passenger Plane,2010.0,City,Modern day,Airport,Normal,Box,4.0,Retail,309.0,3.0,7564.0,3.9,39.99,3.0,140.0,2010-01-22T15:30:10.873Z,39.99,7576.0,2656.0
997,3184-1,Adventure Camper,2012.0,Friends,Modern day,Great Outdoors,Normal,Box,4.0,Retail,309.0,2.0,4274.0,3.6,34.99,3.0,60.0,2023-01-31T13:09:40.427Z,34.99,4283.0,1064.0
998,3185-1,Summer Riding Camp,2012.0,Friends,Modern day,Horseback Riding,Normal,Box,6.0,Retail,1112.0,4.0,2859.0,3.9,99.99,1.0,219.99,2023-01-31T13:10:04.82Z,99.99,2865.0,1252.0
1001,3188-1,Heartlake Vet,2012.0,Friends,Modern day,Heartlake City,Normal,Box,2.0,Retail,343.0,2.0,3983.0,3.7,44.99,3.0,70.0,2023-01-31T11:34:31.46Z,44.99,3990.0,1041.0
1002,3189-1,Heartlake Stables,2012.0,Friends,Modern day,Horseback Riding,Normal,Box,4.0,Retail,401.0,2.0,2899.0,3.8,49.99,1.0,125.0,2023-01-31T13:10:32.547Z,49.99,2909.0,1045.0
1003,3221-1,LEGO City Truck,2010.0,City,Modern day,Traffic,Normal,Box,2.0,Retail,278.0,2.0,12978.0,4.2,34.99,9.0,299.98,2010-04-18T07:55:50.653Z,34.99,13004.0,4471.0
1004,3222-1,Helicopter and Limousine,2010.0,City,Modern day,Airport,Normal,Box,4.0,Retail - limited,267.0,4.0,5221.0,4.1,29.99,3.0,75.0,2015-12-26T19:11:32.233Z,29.99,5226.0,3305.0
1007,3315-1,Olivia's House,2012.0,Friends,Modern day,Houses,Normal,Box,4.0,Retail,695.0,3.0,6248.0,3.7,74.99,2.0,125.0,2023-01-31T11:45:19.637Z,74.99,6258.0,1173.0
1008,3365-1,Space Moon Buggy,2011.0,City,Modern day,Space,Normal,Box,2.0,Retail,37.0,1.0,11167.0,3.4,4.99,2.0,10.0,2010-12-09T14:29:49.723Z,4.99,11182.0,1471.0
1009,3366-1,Satellite Launch Pad,2011.0,City,Modern day,Space,Normal,Box,2.0,Retail,165.0,1.0,7059.0,3.7,19.99,1.0,29.8623,2010-12-09T14:29:50.347Z,19.99,7068.0,1672.0
